Código,Posto,Mês/Ano,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Acumulado
491,Cabo (Barragem de Suape),set./2024,0,"1,4",0,0,0,0,0,0,0,0,"1,1","3,6","1,1",0,0,0,0,0,"1,1",0,0,"4,9",7,0,0,0,"2,4","1,5",0,0,-,"1764,8"
603,Cabo (Pirapama),set./2024,"0,6","8,5","0,1","0,2",0,"0,1","0,4","2,8","2,8","0,1",0,"2,9","10,4",3,"6,7","0,2",0,"0,1",1,"1,7",0,"4,1","4,2","0,1",0,"0,7","4,3",1,0,0,-,"1927,2"
201,Camaragibe,set./2024,0,2,0,0,0,0,0,16,0,0,"0,8","12,5","2,5","2,5",4,0,"0,3",0,1,0,0,"2,4",0,0,0,0,"1,2",0,0,4,-,"1620,3"
28,Goiana (Itapirema - IPA),set./2024,"0,6","1,4","0,6",0,0,0,0,13,"0,2","4,8",0,"6,2","0,2","4,8","2,2","0,2",0,0,"0,8","0,2","7,6","7,6",0,0,0,0,3,"2,2","0,2",2,-,"1275,3"
487,Goiana - PCD,set./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,8","0,2",0,"7,8",0,0,0,"0,4",4,0,0,"3,8",-,"221,4"
100,Igarassu,set./2024,0,0,0,0,0,0,0,"21,8","10,3",0,0,"11,3","1,5","4,9",0,"0,6",0,0,0,0,0,"3,3","0,7",0,0,"2,3",1,"0,9",0,"1,2",-,1579
269,Igarassu (Bar.Catucá),set./2024,0,1,"1,5",0,0,0,0,"20,9","1,9",0,0,"7,2",3,"2,2",0,"0,5",0,-,1,0,0,3,1,"0,3",0,0,"0,7",0,0,"1,1",-,"1254,1"
294,Igarassu (Usina São José),set./2024,0,0,0,0,0,0,0,"21,5","3,7",0,"1,5",7,3,"0,5","0,6",0,0,0,"2,5",0,0,3,"1,3",0,0,0,0,0,0,"6,5",-,"1389,1"
387,Ipojuca,set./2024,"0,4",1,0,0,0,0,0,0,"1,3",0,"1,7",3,"4,5","0,6","2,9",0,0,0,0,0,0,"7,7","0,5",0,0,"0,5","3,2",0,0,"1,2",-,"1859,6"
602,Ipojuca (Suape) - PCD,set./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"467,8"
524,Itamaracá,set./2024,"2,5","0,4",0,0,0,0,0,15,2,0,0,9,"2,2","1,2","1,5",0,0,0,3,0,0,"6,2","3,5",0,0,0,"2,4",0,0,"2,4",-,"1558,8"
520,Itapissuma,set./2024,"2,4","0,6",0,0,0,0,0,"12,6","1,5",0,0,"8,1","1,8","1,3",1,0,0,0,"2,4",0,0,"4,5","3,8",0,0,0,"1,9",0,0,"2,5",-,"1723,9"
604,Jaboatão (Cidade da Copa) - PCD,set./2024,"0,6","2,2","0,8","0,4",0,0,0,22,"8,4",2,"2,6","11,4","12,4","0,8","1,6",0,"2,6","1,4","4,2","0,8","0,4","17,6",0,0,0,0,"0,8",0,0,"2,4",-,"2019,2"
202,Jaboatão dos Guararapes,set./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0
268,Jaboatão dos Guararapes (Bar.Duas Unas),set./2024,0,"1,2",0,"0,8",0,0,0,5,"4,6",0,0,"12,9","3,5","0,5",2,0,0,0,"1,5",0,0,"8,1","6,8","2,7",0,"0,8","1,6","0,6",0,"1,4",-,"1761,8"
205,Moreno,set./2024,1,0,3,0,2,0,0,40,0,2,0,0,0,3,"4,2",0,0,0,2,"1,3",0,1,0,0,0,0,0,0,0,0,-,"1432,4"
199,Olinda,set./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
551,Olinda (Academia Santa Gertrudes),set./2024,0,"0,5","0,4",0,0,0,0,30,"2,4",0,0,5,"2,2","4,5","1,9",0,0,"0,6",0,0,0,"4,5","0,5",0,0,"1,6","0,2",0,0,"0,9",-,"1456,7"
209,Olinda (Alto da Bondade),set./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
451,Paulista,set./2024,0,0,"0,6",0,0,0,0,"13,4",0,0,"3,1","8,9",3,"1,2","0,6","0,4",0,0,0,0,0,"5,9","0,2",0,0,"3,6","0,8",0,0,2,-,"1747,4"
265,Recife (Alto da Brasileira),set./2024,0,"4,2",0,0,0,0,0,"9,8","15,5",-,"2,5","4,8","3,9","2,1","1,1",0,"0,2","4,8",0,0,0,"19,2","0,6",0,0,"4,2",0,0,0,"6,4",-,"1819,1"
196,Recife (Codecipe / Santo Amaro),set./2024,0,0,0,0,0,"0,4",0,"7,8","5,8",0,1,"4,1",5,"4,2",0,1,"1,8",0,0,0,0,0,0,0,0,"1,8","2,3",0,0,"3,5",-,"1511,9"
30,Recife (Várzea),set./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
267,São Lourenço da Mata (Tapacurá),set./2024,0,"2,5",0,0,0,0,0,"2,7",0,0,0,8,"1,4","0,6","1,4",0,0,0,"0,6",0,0,"0,7",0,0,0,"0,5",0,"0,2",0,"0,8",-,"1214,2"
198,Abreu e Lima,out./2024,0,"0,4","1,3",0,0,0,0,0,0,0,0,0,0,0,"9,8","1,1",0,0,0,0,0,"5,2",0,0,0,0,0,0,0,0,0,"1873,8"
309,Araçoiaba (Granja Cristo Redentor),out./2024,0,0,0,0,"4,2",0,0,0,0,0,0,0,0,0,"7,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1208,9"
301,Cabo,out./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
490,Cabo (Barragem de Gurjaú),out./2024,1,0,1,"1,4",0,0,0,0,0,0,0,0,0,0,"0,8","4,1","1,1","1,1",0,0,"0,6","0,3",0,"4,3",0,0,"1,2",0,"1,9",0,0,"1813,5"
491,Cabo (Barragem de Suape),out./2024,"2,5",0,"5,8",0,0,0,0,0,0,0,0,0,0,0,"1,4",0,"0,4",0,0,0,0,0,0,"2,2",0,0,"1,5",0,"1,5",0,0,"1764,8"
603,Cabo (Pirapama),out./2024,"6,2",0,0,"0,3","0,2","0,1",0,0,0,0,0,0,0,0,"3,4",0,"9,5","1,1","0,1",0,0,"2,9",0,"3,1","0,1",0,"1,7","3,2","0,3",0,"1,4","1927,2"
201,Camaragibe,out./2024,"1,2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,4",1,0,0,0,0,0,"2,1",1,0,0,0,3,"7,8",0,0,0,"1620,3"
28,Goiana (Itapirema - IPA),out./2024,"0,8","0,8","0,8",0,0,0,0,0,0,0,0,0,0,0,"4,6","0,2",0,0,0,0,0,"3,8",0,0,0,0,"2,4","0,4","2,8",0,0,"1275,3"
487,Goiana - PCD,out./2024,"0,8","3,8","0,2",0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"221,4"
100,Igarassu,out./2024,0,"0,6","3,4",0,0,0,0,0,0,0,0,0,0,0,"6,9","0,9",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1579
269,Igarassu (Bar.Catucá),out./2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,-,0,0,0,1,0,0,0,0,0,"0,6","1,5",0,0,"1254,1"
294,Igarassu (Usina São José),out./2024,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"7,2",0,0,0,0,0,0,"4,8",0,0,0,0,0,"0,4",0,0,"0,2","1389,1"
387,Ipojuca,out./2024,0,"1,3","5,1",0,0,0,0,0,0,0,0,0,0,0,"3,5","0,3",0,0,0,0,0,0,0,"0,3",0,0,"6,8","3,2","1,5",0,0,"1859,6"
602,Ipojuca (Suape) - PCD,out./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"467,8"
524,Itamaracá,out./2024,"1,6",0,1,0,0,0,0,0,0,0,0,0,0,0,11,"1,5",0,0,0,0,0,"3,2","2,2",0,0,0,0,"0,6","1,2",0,0,"1558,8"
520,Itapissuma,out./2024,"1,5",0,"1,3",0,0,0,0,0,0,0,0,0,0,0,"9,5","1,4",0,0,0,0,0,"2,8","1,6",0,0,0,0,"0,4","1,3",0,0,"1723,9"
604,Jaboatão (Cidade da Copa) - PCD,out./2024,0,1,"1,8","0,2",0,0,0,0,0,0,0,0,"0,4","1,6","4,6",1,"0,2",0,1,"0,2",0,"1,2",0,"2,4",0,0,"1,6","0,2","6,6",0,0,"2019,2"
202,Jaboatão dos Guararapes,out./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
268,Jaboatão dos Guararapes (Bar.Duas Unas),out./2024,"1,4","0,7","0,5",0,0,0,0,0,0,0,0,0,0,1,"1,4",0,"4,2","1,6",0,0,0,"1,3",0,"3,2",0,0,"0,9","3,8","9,2",0,0,"1761,8"
205,Moreno,out./2024,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,2,5,0,0,"1432,4"
199,Olinda,out./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
551,Olinda (Academia Santa Gertrudes),out./2024,0,"4,6","0,7",0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,"0,9",0,0,0,"0,1","0,1",0,"0,2",0,0,"1456,7"
209,Olinda (Alto da Bondade),out./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
451,Paulista,out./2024,"0,2","3,4","0,2",0,0,0,0,0,0,0,0,0,0,0,"9,5",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"1747,4"
265,Recife (Alto da Brasileira),out./2024,"1,3",1,0,0,0,0,0,0,0,-,0,0,0,"2,2","2,9",0,0,0,"2,5",0,0,"1,5",0,"2,1",0,0,0,"4,7","3,6",0,0,"1819,1"
196,Recife (Codecipe / Santo Amaro),out./2024,0,4,1,0,0,0,0,0,0,0,0,0,0,"0,2","5,1",0,0,0,"4,5",0,0,"2,8",0,0,0,0,0,"2,4",5,0,0,"1511,9"
30,Recife (Várzea),out./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
267,São Lourenço da Mata (Tapacurá),out./2024,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,7",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,4","10,6",0,0,"1214,2"
198,Abreu e Lima,nov./2024,"1,7",0,0,"2,3",0,"0,6",8,"1,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2",0,"0,7",0,0,0,0,-,"1873,8"
309,Araçoiaba (Granja Cristo Redentor),nov./2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,"1208,9"
301,Cabo,nov./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
490,Cabo (Barragem de Gurjaú),nov./2024,0,"2,6","0,3",0,"0,8",0,"0,6",0,"1,4",0,0,0,1,0,0,1,0,"2,4",0,0,0,0,0,0,0,0,0,0,0,0,-,"1813,5"
491,Cabo (Barragem de Suape),nov./2024,0,"3,7",0,0,0,0,"1,1",0,"1,4",0,0,0,0,0,0,0,0,"2,5",0,0,0,0,0,0,0,0,0,0,0,0,-,"1764,8"
603,Cabo (Pirapama),nov./2024,0,"2,5","0,3",0,0,0,"0,7",0,0,"0,7",0,0,0,0,0,0,0,0,"0,1",0,"0,3","0,1",0,0,0,"1,2","0,1",0,0,0,-,"1927,2"
201,Camaragibe,nov./2024,0,"0,5",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,-,"1620,3"
28,Goiana (Itapirema - IPA),nov./2024,0,"0,2","0,2",0,"0,2","0,2","0,6","0,6",1,"0,2",0,0,0,0,0,"0,2","0,2",0,0,0,0,0,0,0,"0,2",0,0,0,0,0,-,"1275,3"
487,Goiana - PCD,nov./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"221,4"
100,Igarassu,nov./2024,"2,1",0,0,"0,2",0,"2,2","0,2","1,8","1,3","2,5",0,0,0,0,"0,2","0,1",0,0,0,0,0,0,0,0,0,0,"0,2",0,0,0,-,1579
269,Igarassu (Bar.Catucá),nov./2024,0,0,0,0,"0,5",0,0,"0,2",0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,"0,4",0,0,0,0,0,-,"1254,1"
294,Igarassu (Usina São José),nov./2024,0,0,0,0,0,"1,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,8",0,0,0,0,0,0,0,-,"1389,1"
387,Ipojuca,nov./2024,0,"1,7","0,9",0,0,0,0,"1,2","1,7",0,0,0,"0,4",0,0,"2,4","0,4",0,0,0,0,0,0,0,"1,9",0,0,0,0,0,-,"1859,6"
602,Ipojuca (Suape) - PCD,nov./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"467,8"
524,Itamaracá,nov./2024,0,"0,8",0,0,"2,4",0,0,"2,2","2,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,"1558,8"
520,Itapissuma,nov./2024,0,"0,9",0,0,"1,8",0,0,"1,9","2,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,"1723,9"
604,Jaboatão (Cidade da Copa) - PCD,nov./2024,0,"1,6",0,0,"4,4",0,"0,2","3,4",0,"0,6",0,0,0,0,0,0,0,"1,4",0,0,0,0,0,0,0,0,"0,6","0,2",0,0,-,"2019,2"
202,Jaboatão dos Guararapes,nov./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
268,Jaboatão dos Guararapes (Bar.Duas Unas),nov./2024,0,0,0,0,"0,8","0,3","0,5",0,"3,6","1,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,"1761,8"
205,Moreno,nov./2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,3,0,0,-,"1432,4"
199,Olinda,nov./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
551,Olinda (Academia Santa Gertrudes),nov./2024,0,"0,2",0,0,"0,1","0,3",0,0,0,0,"0,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2",0,-,"1456,7"
209,Olinda (Alto da Bondade),nov./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
451,Paulista,nov./2024,0,0,0,0,"0,8",0,"0,2","4,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2",0,0,"0,4",-,"1747,4"
265,Recife (Alto da Brasileira),nov./2024,"1,2",0,0,0,0,"3,2",0,"3,6",0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,"1819,1"
196,Recife (Codecipe / Santo Amaro),nov./2024,0,0,"0,2",0,0,"1,3",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,"1511,9"
30,Recife (Várzea),nov./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
267,São Lourenço da Mata (Tapacurá),nov./2024,0,0,0,0,0,0,0,0,"5,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,"1214,2"
198,Abreu e Lima,dez./2024,0,0,0,"1,3",0,"0,1","8,7",0,0,0,0,0,0,"9,8",0,0,0,0,0,"2,4",0,0,0,0,0,0,0,4,0,0,0,"1873,8"
309,Araçoiaba (Granja Cristo Redentor),dez./2024,0,0,0,0,0,0,"6,7",0,0,0,0,0,"7,6",0,"5,4",0,0,0,0,0,"6,3",0,0,0,0,0,0,0,0,0,0,"1208,9"
301,Cabo,dez./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
490,Cabo (Barragem de Gurjaú),dez./2024,0,0,"1,9","0,3",0,0,"1,2","1,8","0,7",0,0,0,0,0,"4,8","0,7","0,8","0,2","0,3","4,5","2,8","1,8",0,0,"0,4",0,0,17,"0,5","1,4","0,1","1813,5"
491,Cabo (Barragem de Suape),dez./2024,0,0,"3,8",0,0,0,0,"3,2",0,0,0,0,0,0,"12,6","0,5",0,0,0,"2,8",0,0,0,0,0,0,0,5,0,"3,3",0,"1764,8"
603,Cabo (Pirapama),dez./2024,0,0,"11,7","0,9","1,5",0,"0,5","1,2",0,0,0,0,0,"0,1","4,7","0,3","0,6","1,3",0,"4,7","0,5","2,2",0,0,0,0,0,4,"0,2",0,0,"1927,2"
201,Camaragibe,dez./2024,0,0,1,"26,4","0,6",1,2,3,0,0,0,0,0,0,"0,4",0,0,0,0,"3,4",0,0,0,0,0,0,0,"2,8",0,0,0,"1620,3"
28,Goiana (Itapirema - IPA),dez./2024,0,"0,6","0,8","4,8","0,2","0,2","2,8",0,"0,2",0,0,0,0,"3,6","0,8","4,4",0,0,0,"30,6","1,2","0,6",0,"0,2",0,0,1,"2,8","0,8",0,"0,2","1275,3"
487,Goiana - PCD,dez./2024,-,-,-,-,-,0,0,"6,2",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"221,4"
100,Igarassu,dez./2024,0,0,0,36,"8,9","2,7","5,5",0,"0,1",0,0,0,0,0,"5,5","0,3",0,0,0,"0,6",0,0,0,0,0,0,0,"4,5",0,0,0,1579
269,Igarassu (Bar.Catucá),dez./2024,0,0,"0,6","3,1",0,"1,7",0,0,"1,6",0,0,0,0,0,"0,8","0,9",0,-,0,"2,3",0,0,"0,5",0,0,0,0,"8,1",0,0,"0,6","1254,1"
294,Igarassu (Usina São José),dez./2024,0,-,"11,3","1,7",0,0,"10,4",0,0,0,0,0,0,0,"1,8",0,0,0,"0,5","3,4",0,0,0,0,0,"3,5",0,0,0,0,0,"1389,1"
387,Ipojuca,dez./2024,0,0,"11,1",0,0,0,"4,6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"0,8","0,5",0,"1859,6"
602,Ipojuca (Suape) - PCD,dez./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"467,8"
524,Itamaracá,dez./2024,0,0,"2,4","42,2","1,2","2,5","0,8","2,5",0,0,0,"0,3",0,0,"1,2",0,0,0,0,3,0,0,0,0,0,0,0,"3,2",0,0,0,"1558,8"
520,Itapissuma,dez./2024,0,0,"2,5",43,"0,8","2,1","0,7",1,0,0,0,"0,7",0,0,"0,9",0,0,0,0,"2,8",0,0,0,0,0,0,0,"2,5",0,0,0,"1723,9"
604,Jaboatão (Cidade da Copa) - PCD,dez./2024,0,1,"1,6","10,2",0,"0,2","5,8","1,4",0,0,0,0,0,0,"4,2","2,4","0,2",0,0,"3,8","3,8",2,0,0,0,0,0,9,"0,2","1,8","0,2","2019,2"
202,Jaboatão dos Guararapes,dez./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
268,Jaboatão dos Guararapes (Bar.Duas Unas),dez./2024,0,"0,1","13,3","0,6",0,0,"1,4","0,3","0,3",0,0,0,0,0,"8,6","1,6","0,4","0,9",0,"1,7","6,7","1,6",0,0,0,0,0,"14,5","1,2","1,9",0,"1761,8"
205,Moreno,dez./2024,7,0,"6,8",4,0,0,0,"0,4",0,0,0,0,0,0,0,3,1,0,0,0,3,"1,5",0,0,0,0,0,0,0,0,0,"1432,4"
199,Olinda,dez./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
551,Olinda (Academia Santa Gertrudes),dez./2024,0,"0,9",1,"0,6",0,0,0,0,"2,5",0,0,0,0,0,0,"3,6",0,0,0,"2,7",0,0,"0,2",0,0,"1,1",0,0,0,"1,5",0,"1456,7"
209,Olinda (Alto da Bondade),dez./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
451,Paulista,dez./2024,0,"0,4","0,2","2,4",0,0,"5,1","3,8",0,0,0,"0,2",0,0,3,0,0,0,"2,2",0,0,0,0,0,0,0,0,"3,4",0,0,0,"1747,4"
265,Recife (Alto da Brasileira),dez./2024,0,"2,3","4,1","6,7",0,0,"0,7","0,5","0,4",-,0,0,0,0,"6,2","3,7",0,0,0,"3,3",0,0,0,0,0,0,0,"3,1",0,"0,7",0,"1819,1"
196,Recife (Codecipe / Santo Amaro),dez./2024,0,0,0,1,0,0,"3,2",1,0,0,0,0,0,0,"0,9",0,"0,2",0,0,0,"1,2",0,0,0,0,0,0,1,0,0,0,"1511,9"
30,Recife (Várzea),dez./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
267,São Lourenço da Mata (Tapacurá),dez./2024,0,0,"11,2","12,9",0,0,"0,9","0,8",0,0,0,0,0,0,"0,9","2,8",0,0,0,7,"0,7",0,0,0,0,0,0,"2,4",0,0,0,"1214,2"
