Código,Posto,Mês/Ano,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Acumulado
198,Abreu e Lima,jan./2024,"6,8","0,1",0,0,0,0,0,0,0,0,19,"3,3","15,5",62,0,"0,3",0,0,0,"8,4",0,0,0,0,"1,8","0,2",0,0,"3,1",0,0,"1873,8"
309,Araçoiaba (Granja Cristo Redentor),jan./2024,0,0,0,0,0,0,0,0,0,0,"44,1","17,5",27,"7,2",0,0,0,0,0,0,0,0,0,0,0,0,"47,3",0,0,0,0,"1208,9"
301,Cabo,jan./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
490,Cabo (Barragem de Gurjaú),jan./2024,0,"4,1",0,"0,3",0,0,0,0,"0,6",0,0,"0,1","4,2","34,8",0,"0,7",0,"0,1","1,2",0,0,0,0,0,0,"76,7","4,9","0,2","6,9",0,0,"1813,5"
491,Cabo (Barragem de Suape),jan./2024,"1,1",0,0,0,0,0,0,0,"1,5",0,10,1,30,"17,4",0,1,"0,7",0,0,0,0,0,0,0,0,75,"7,5",0,0,0,0,"1764,8"
603,Cabo (Pirapama),jan./2024,0,11,0,"0,5",0,0,0,0,3,"2,9",24,"0,7","0,3","37,4",0,"0,5",0,0,0,0,0,0,0,0,0,91,"9,2","2,1",0,0,0,"1927,2"
201,Camaragibe,jan./2024,"18,9","13,2",0,0,0,0,0,0,"1,2","3,1","50,1","2,2","7,4","25,5",1,0,0,0,2,0,0,0,0,0,0,"6,5","3,5","1,5",0,0,0,"1620,3"
28,Goiana (Itapirema - IPA),jan./2024,"0,2","6,5","0,2",0,0,0,0,0,0,"4,8","70,4",4,0,0,0,0,0,0,"0,2",0,0,0,0,0,"0,2","26,4",0,0,0,0,0,"1275,3"
487,Goiana - PCD,jan./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"221,4"
100,Igarassu,jan./2024,0,"35,8","5,4","2,8",0,0,0,0,0,0,"5,9","1,8","17,5","62,1","0,3","2,1",0,0,0,0,0,0,0,0,"5,3","6,6",0,0,"8,7",0,0,1579
269,Igarassu (Bar.Catucá),jan./2024,0,0,0,0,0,0,0,0,0,0,"46,1",11,53,"79,9",0,"0,5",0,-,1,0,0,0,0,0,0,"9,5",0,0,0,0,0,"1254,1"
294,Igarassu (Usina São José),jan./2024,0,0,0,0,0,0,0,0,0,0,"44,9","9,4",40,75,"3,9",0,0,0,0,"4,7",0,0,0,0,0,"2,8","3,8",0,1,0,0,"1389,1"
387,Ipojuca,jan./2024,"0,3",0,0,"0,3",0,0,0,0,0,0,"14,4",0,"13,1","17,9",0,"0,7","1,1",0,0,"3,2",0,0,0,0,0,"95,5",0,0,0,0,0,"1859,6"
602,Ipojuca (Suape) - PCD,jan./2024,"1,6","0,4","4,4",0,0,0,0,0,3,0,"5,4",0,"55,4","2,4",0,"3,2","0,4","0,6",0,0,0,0,0,"0,4","1,8","20,6",0,0,0,0,0,"467,8"
524,Itamaracá,jan./2024,"12,2","24,1","17,2",0,0,0,0,0,"1,6","4,1",71,"2,5",19,25,0,0,0,0,"1,4",0,0,0,0,0,0,"4,8","2,7","0,6",0,0,0,"1558,8"
520,Itapissuma,jan./2024,"9,7","15,2","11,4",0,0,0,0,0,"9,2",0,47,2,"21,4","23,5",0,0,0,0,1,0,0,0,0,0,0,"5,5","3,4","0,5",0,0,0,"1723,9"
604,Jaboatão (Cidade da Copa) - PCD,jan./2024,"0,2",3,"0,6","0,8",0,0,0,0,"3,4","1,8",25,"1,2",25,"17,4","0,2","3,4",0,"0,4","1,4","0,4",0,0,0,0,"0,2","74,2","0,4",0,"8,8",0,0,"2019,2"
202,Jaboatão dos Guararapes,jan./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
268,Jaboatão dos Guararapes (Bar.Duas Unas),jan./2024,0,10,0,"0,2",0,0,0,0,"3,6","0,9","33,5",0,"2,6",13,"0,1","1,8",0,0,"2,2",0,0,0,0,0,1,"67,7","1,7",0,"4,2",0,0,"1761,8"
205,Moreno,jan./2024,0,0,0,0,0,0,0,0,"3,1",0,0,0,2,"17,9","0,5",0,0,0,"2,9",0,0,0,0,0,0,"69,1","1,5",0,"3,2",0,0,"1432,4"
199,Olinda,jan./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
551,Olinda (Academia Santa Gertrudes),jan./2024,10,"1,7",0,0,0,0,0,0,0,1,"9,1","9,1","16,5","13,1",0,0,0,"0,7",0,"4,1",0,0,0,0,"7,5","4,9",0,0,0,0,0,"1456,7"
209,Olinda (Alto da Bondade),jan./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
451,Paulista,jan./2024,"28,2",0,0,0,0,0,0,0,1,"1,4",17,0,"15,6","15,8","0,2",0,0,"1,6","3,2","19,3",0,0,0,0,"19,7","5,3","7,9","0,8","0,6",0,0,"1747,4"
265,Recife (Alto da Brasileira),jan./2024,"15,6","1,8",0,"0,9",0,0,0,0,"0,5",-,"21,1","7,4","13,1","18,2",0,0,0,0,0,"32,2",0,0,0,0,0,"27,4","3,2",0,0,0,0,"1819,1"
196,Recife (Codecipe / Santo Amaro),jan./2024,15,0,0,0,0,0,0,0,0,0,"5,2",2,"2,6","36,5",0,0,0,0,0,"2,5",0,0,0,0,0,4,0,0,0,0,0,"1511,9"
30,Recife (Várzea),jan./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
267,São Lourenço da Mata (Tapacurá),jan./2024,0,"30,7",0,0,0,0,0,0,0,0,"45,3","5,6","1,7","11,2",0,"0,6",0,0,0,0,0,0,0,0,0,"30,2","3,6",0,"3,2",0,0,"1214,2"
198,Abreu e Lima,fev./2024,0,"3,5",0,0,0,0,0,0,10,"6,7","6,2",0,"20,4","1,2","6,7",86,"0,1",1,0,0,"1,5","19,9","2,3",0,"3,5","0,8","38,3",70,"1,1",-,-,"1873,8"
309,Araçoiaba (Granja Cristo Redentor),fev./2024,0,0,0,4,0,"3,6","0,6",0,0,0,11,"0,4","9,8",0,"6,5","46,2",0,0,0,"0,4","3,8",3,"0,6","0,2","2,2",0,4,"28,6","66,4",-,-,"1208,9"
301,Cabo,fev./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
490,Cabo (Barragem de Gurjaú),fev./2024,0,0,"8,4",0,0,"0,3",0,"2,6","2,7",0,0,3,11,0,0,56,"2,8","4,2","4,1",0,"21,4","1,2","0,4",0,"3,3","4,4",0,19,"22,3",-,-,"1813,5"
491,Cabo (Barragem de Suape),fev./2024,"3,7","5,4",0,0,0,0,0,0,0,0,0,"5,9","10,6","5,2","1,5",37,"3,9","0,6","2,4",0,"24,9","25,5","0,8","2,9",0,"3,5",0,"5,9",0,-,-,"1764,8"
603,Cabo (Pirapama),fev./2024,0,"8,4",0,0,0,0,0,"0,3","0,4",0,"2,2","1,1","19,6","1,8",0,"55,4","3,2",0,"3,7","0,2","5,9","1,7","0,1","5,9","2,7","7,5","0,1",5,0,-,-,"1927,2"
201,Camaragibe,fev./2024,"1,6",0,0,0,0,"2,5",0,0,"6,3",0,"2,8",0,0,0,"10,5","77,1",0,0,1,"2,7","4,8","12,4","6,5","0,5",2,"2,8","0,9","33,4","31,2",-,-,"1620,3"
28,Goiana (Itapirema - IPA),fev./2024,"0,6","3,4",0,"2,4","4,8","2,6",0,0,"7,8","1,2","2,3","3,5","6,2",1,"0,4","26,6",0,"0,8",1,"0,4","35,6","0,6","13,6","0,2","0,8","3,4","25,4","17,8","0,2",-,-,"1275,3"
487,Goiana - PCD,fev./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"221,4"
100,Igarassu,fev./2024,0,1,0,0,0,0,0,0,"6,6",-,"0,7","6,5","2,2","0,3","12,6",60,"0,2",0,6,"2,5","0,8","11,6","2,2","2,6","0,8","2,4","31,8","55,5","0,4",-,-,1579
269,Igarassu (Bar.Catucá),fev./2024,"2,6",0,0,0,0,1,0,0,7,"3,5","2,1","0,4","18,8",0,"0,6","45,5","0,5",-,0,"1,1","0,8","8,9","1,2",0,"4,9",1,"1,1","56,9","11,2",-,-,"1254,1"
294,Igarassu (Usina São José),fev./2024,0,0,0,"4,3",0,"1,2",0,0,"0,7",0,0,"6,3",5,"0,5","2,1","35,6","1,5",0,0,0,"0,5","4,8",0,"1,6","1,6","0,3","3,9",101,"8,8",-,-,"1389,1"
387,Ipojuca,fev./2024,2,"3,5",0,0,0,0,"4,7",0,0,"0,4",0,"1,2","25,1","1,3","2,9","49,5","1,9","0,3",0,0,"32,6","15,3","0,1",0,"3,7","0,4","0,6","4,9",0,-,-,"1859,6"
602,Ipojuca (Suape) - PCD,fev./2024,5,"2,4",0,"2,8",0,0,0,"0,6",0,0,0,"9,6","7,8","1,2","6,8","60,2",0,0,"1,6",0,19,"4,8",0,0,"5,4","0,2",0,"8,4","1,4",-,-,"467,8"
524,Itamaracá,fev./2024,0,0,0,0,0,"3,3",0,0,"1,2",0,0,0,0,0,"2,7",57,0,0,0,0,0,"28,6","7,1","2,3","1,5","2,2",96,"11,7",0,-,-,"1558,8"
520,Itapissuma,fev./2024,0,0,0,0,"1,6","0,4",0,0,"3,7",0,0,0,0,0,"57,2","157,7",0,0,"0,6","1,4","8,2","9,4","8,7","4,2","6,3","12,9","7,7","198,2",0,-,-,"1723,9"
604,Jaboatão (Cidade da Copa) - PCD,fev./2024,"3,2","3,4",0,0,0,"0,4",0,0,"4,2",0,"6,4","2,6","5,6",1,"4,2","59,6",0,4,3,0,"10,4","3,6","9,8","0,2","1,8","1,2","13,4","53,8","2,8",-,-,"2019,2"
202,Jaboatão dos Guararapes,fev./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
268,Jaboatão dos Guararapes (Bar.Duas Unas),fev./2024,0,"1,9",0,0,0,0,0,0,"2,8","5,2",0,0,"11,3",0,"1,5","62,2",0,"0,8","25,1","0,4","7,8","9,6","10,1","2,2","6,1","2,1","0,2","71,3","0,3",-,-,"1761,8"
205,Moreno,fev./2024,0,0,0,0,0,0,0,0,"2,7",0,0,0,"10,9",0,1,"56,5","0,7","0,7","21,4",0,"6,8",0,"10,1","2,1",1,"3,1","0,5","69,8","0,8",-,-,"1432,4"
199,Olinda,fev./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
551,Olinda (Academia Santa Gertrudes),fev./2024,"1,9",0,0,0,0,0,0,0,"9,6",0,"1,3","2,8","0,7",0,"4,9",74,"0,4","0,6","1,3","1,3","21,1","9,7","8,5",0,"3,9","0,3","9,4",23,"1,6",-,-,"1456,7"
209,Olinda (Alto da Bondade),fev./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,-,-,0
451,Paulista,fev./2024,"0,2",0,0,1,0,0,0,0,"2,6","6,5","4,5","3,7","8,5","6,1","1,2","66,5",0,"4,3",0,"2,4","19,6","27,3","14,8","9,1","3,4","1,4","26,2","31,9","1,4",-,-,"1747,4"
265,Recife (Alto da Brasileira),fev./2024,0,0,"2,7",0,0,0,0,0,"11,7",-,0,3,"3,6","1,2","2,7","70,2","2,2","4,3",0,0,"1,5","35,5","12,8",0,"7,1",0,"4,7","28,8","20,3",-,-,"1819,1"
196,Recife (Codecipe / Santo Amaro),fev./2024,"1,2","1,4",0,0,0,0,0,0,0,6,"4,4",3,"0,2","0,7",3,47,"0,2","1,8",0,"0,2",5,14,"2,3",0,"5,2",0,"2,1","43,2","26,5",-,-,"1511,9"
30,Recife (Várzea),fev./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
267,São Lourenço da Mata (Tapacurá),fev./2024,"1,2","3,8",0,0,0,0,0,0,"2,3","1,4",0,"0,4","6,7",0,0,"51,4",0,"3,2",0,0,0,"2,1","5,2","3,1","1,1","3,2",0,"13,2","2,5",-,-,"1214,2"
198,Abreu e Lima,mar./2024,0,0,0,"5,9",0,0,0,"17,5",4,0,0,"18,8","1,3","1,3",90,"4,4","4,4","2,5",0,0,0,"2,4",0,"4,3","1,8",0,0,"9,2","5,2",21,0,"1873,8"
309,Araçoiaba (Granja Cristo Redentor),mar./2024,0,0,0,0,0,0,0,0,0,0,0,0,"9,7","8,6","8,7",0,"3,7",0,0,0,0,0,0,0,0,0,0,0,0,"13,7","55,1","1208,9"
301,Cabo,mar./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
490,Cabo (Barragem de Gurjaú),mar./2024,0,0,0,5,0,"23,5","1,5",0,5,0,0,"1,7","1,1","9,4","8,5",0,"1,8","6,5","4,4",0,0,"1,5","7,8","1,6",0,"7,5","4,7","1,4","8,1","1,3","0,6","1813,5"
491,Cabo (Barragem de Suape),mar./2024,"1,9",0,0,0,0,"0,8",0,"1,5","2,9","0,7",0,"5,6","12,3",21,22,"2,5","11,2","6,2",10,0,0,0,"1,2",0,"1,4","4,2","4,1","8,5","4,3","3,6",0,"1764,8"
603,Cabo (Pirapama),mar./2024,0,"1,3",0,"0,5","0,9",13,"1,1","17,2","10,7","0,1","0,4","1,7","3,2",8,"23,1","3,3",0,17,"5,9",0,"0,1","0,1","17,6","3,3","3,1",10,"40,5","2,9","18,1","2,6","0,6","1927,2"
201,Camaragibe,mar./2024,"0,2",0,0,0,"0,2",0,"8,7","0,2",0,0,0,"12,3","13,8","3,4","42,1",0,0,"4,2",0,0,0,"5,8",0,0,"1,6","13,7","13,3",0,"6,5",6,0,"1620,3"
28,Goiana (Itapirema - IPA),mar./2024,0,0,0,0,"0,4","0,2","11,2","0,6","0,2","0,2",0,"5,4","9,6","4,2","15,2","11,4","3,4","1,6","0,2","0,2",0,0,0,"0,2",0,4,"0,2","3,4","13,2","5,2",0,"1275,3"
487,Goiana - PCD,mar./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"221,4"
100,Igarassu,mar./2024,0,0,0,"0,2",0,"1,1",18,"0,2",0,0,0,"5,2","0,7","1,7",33,"2,9","8,4","6,2",0,0,0,"13,7","2,2","4,4","2,4",0,3,"0,1",4,"3,6","4,5",1579
269,Igarassu (Bar.Catucá),mar./2024,"0,5",0,0,0,0,1,0,0,7,0,0,"0,8",0,13,"35,6","3,3",4,-,0,0,0,0,0,0,0,0,"8,4",4,"1,4","11,6",3,"1254,1"
294,Igarassu (Usina São José),mar./2024,0,0,0,0,0,1,37,"0,9","3,8",0,0,"4,1","6,7","5,5","27,3",6,4,"4,5",0,0,0,1,0,0,0,"0,5","2,3",0,5,4,"3,5","1389,1"
387,Ipojuca,mar./2024,0,0,0,0,"0,7",0,0,0,0,0,0,"1,4",0,"17,7","12,8",-,"8,5","15,8",0,0,0,0,0,"8,5","1,1","1,3","12,4","17,1","12,2","4,4",0,"1859,6"
602,Ipojuca (Suape) - PCD,mar./2024,"0,4",0,0,"0,4",0,0,0,0,"1,6","0,8",0,"3,2","0,4","42,2","0,2","21,6",24,"12,6",0,0,0,"0,6",0,"1,8","0,2",3,"0,6","21,4","7,2","2,2",0,"467,8"
524,Itamaracá,mar./2024,"38,3",0,0,"1,2","0,4",0,"0,4","0,8",0,0,0,"0,9","0,3","0,5","5,3",0,0,1,0,0,0,0,0,0,0,"3,5",0,"4,2",4,1,"5,2","1558,8"
520,Itapissuma,mar./2024,"3,7",0,0,"5,5","2,2",0,"11,3","0,8",0,0,0,"1,7","7,2","0,6","7,2",0,0,"2,2",0,0,0,"5,7",0,0,0,"2,4",0,"2,5",4,"1,5","3,2","1723,9"
604,Jaboatão (Cidade da Copa) - PCD,mar./2024,0,0,0,"2,4",0,"3,8","1,6","0,6","33,8",0,0,"3,6",7,"14,6","4,2","2,6","4,6","11,4",0,"0,6",0,"1,8",2,0,"0,4","3,6","3,6","3,4","3,6","2,2","0,8","2019,2"
202,Jaboatão dos Guararapes,mar./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
268,Jaboatão dos Guararapes (Bar.Duas Unas),mar./2024,0,0,0,"3,7",0,"7,7","1,1","2,7","2,7","2,1",0,"0,3","0,3","22,4","4,4","0,2",0,"5,9","0,5",0,0,"6,3","5,8","0,6","0,6",0,"9,8","16,8","21,6",0,"0,3","1761,8"
205,Moreno,mar./2024,0,0,0,"1,2",0,0,"1,4","2,9","2,4","1,8",0,"2,4","1,7","12,4","4,1","0,6",0,"5,1",1,0,0,"5,9","5,1","0,8","0,5",0,"10,1",0,0,0,0,"1432,4"
199,Olinda,mar./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
551,Olinda (Academia Santa Gertrudes),mar./2024,0,0,0,0,0,"1,9","2,7","5,1",0,0,0,"2,3","7,8","3,3","21,9","2,3","4,3",3,0,0,0,"9,1",0,"3,9","6,2","0,1","0,5","3,5","8,9","7,4","2,5","1456,7"
209,Olinda (Alto da Bondade),mar./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
451,Paulista,mar./2024,0,0,0,0,1,"0,2","14,5","5,7",0,0,0,"3,9","4,1",29,"73,7","10,6","46,8","5,6","1,2",0,0,"5,2",0,"3,2",0,"0,2","0,2",0,"4,3","18,3",1,"1747,4"
265,Recife (Alto da Brasileira),mar./2024,0,0,0,0,0,"2,2","14,1","2,9",0,-,0,"5,1","3,9","2,5","44,2","1,6","5,9","10,3",0,0,0,0,0,0,"0,7","0,5","0,5","1,7","6,5",22,"0,5","1819,1"
196,Recife (Codecipe / Santo Amaro),mar./2024,0,0,0,0,0,"0,6","7,4",0,"4,5","0,2",0,"5,2","1,5",3,18,0,0,"1,1",0,0,0,"1,9","2,1","10,8","1,7","2,6","2,8",2,"2,7","9,4",2,"1511,9"
30,Recife (Várzea),mar./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
267,São Lourenço da Mata (Tapacurá),mar./2024,0,0,0,0,0,"4,2","6,9","1,3","19,1",0,0,"20,1",0,"6,9","30,6",0,0,0,0,"3,5",0,0,"1,1",0,0,0,"3,5",0,"12,3","0,9",0,"1214,2"
198,Abreu e Lima,abr./2024,"0,6",0,"7,8",0,"54,5",0,0,0,0,"11,3","2,5",0,"3,5",0,"0,7","43,5",0,0,"1,9",0,"51,3",32,0,0,"2,2","11,2","1,4",0,120,"3,1",-,"1873,8"
309,Araçoiaba (Granja Cristo Redentor),abr./2024,0,0,0,0,0,0,0,0,0,"21,7","42,1",0,9,0,0,"2,6","12,4",0,0,"18,2",0,0,0,0,0,"10,7",0,"43,1",0,"59,2",-,"1208,9"
301,Cabo,abr./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
490,Cabo (Barragem de Gurjaú),abr./2024,0,0,0,0,"71,2","2,3",0,"2,2",0,"14,2","0,8","5,9","1,7","4,3","2,5","85,9","3,3",0,"3,8","0,8","6,9","11,8",0,"5,9",0,"23,9","9,1","1,5","63,9","2,3",-,"1813,5"
491,Cabo (Barragem de Suape),abr./2024,"0,5",0,0,0,72,2,0,0,0,"18,2",0,"0,8","0,7","4,9","2,7",39,"4,7",0,0,"0,6","19,4","2,1","0,9",0,0,"17,3",0,0,"36,1",9,-,"1764,8"
603,Cabo (Pirapama),abr./2024,0,0,"0,1",0,"67,5","3,4",0,0,0,"3,5","1,2","0,8","0,3","8,7","7,7","54,3","3,6","0,3","0,1","2,1","6,1","1,3","5,2",0,0,"18,5","2,1","0,3","51,3","0,6",-,"1927,2"
201,Camaragibe,abr./2024,"0,6",0,"16,7",0,"22,5",0,0,"0,2",0,"2,9",1,"1,6",0,0,"2,8","13,8","21,4","0,3",0,"9,5","11,4",0,0,"2,5",0,"6,9","4,5","5,2","74,2","0,7",-,"1620,3"
28,Goiana (Itapirema - IPA),abr./2024,0,0,0,0,"1,2",0,0,"0,8",0,0,0,0,0,0,"1,5","5,2","4,5",0,0,"0,5",15,"1,5",0,"0,2","3,6","7,2",0,0,78,"9,2",-,"1275,3"
487,Goiana - PCD,abr./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"221,4"
100,Igarassu,abr./2024,0,0,"5,8","0,2","8,5",0,0,0,0,"7,5",0,"1,6",0,0,"1,5","9,9","29,9","17,2",0,0,"18,2","6,8",0,0,"7,6","5,3","13,1","4,2","83,7","1,5",-,1579
269,Igarassu (Bar.Catucá),abr./2024,0,0,0,0,"16,7",0,0,0,0,22,"6,2","1,1","2,1",0,0,15,"4,9",-,0,"0,1",22,"1,1",0,0,0,"5,8","2,7",0,"99,5","1,5",-,"1254,1"
294,Igarassu (Usina São José),abr./2024,0,0,11,0,0,0,0,0,0,68,25,5,0,"4,2",30,"5,6",0,0,0,19,2,0,0,0,"2,1",0,0,0,102,1,-,"1389,1"
387,Ipojuca,abr./2024,0,0,"7,2","1,4","59,6","1,8",0,"0,7",0,"56,5","1,1","2,8","0,3","12,9","16,7","62,8",2,0,"1,5","1,2","25,9","2,5",0,"12,6","3,1","22,9","2,5","1,3","45,1","0,7",-,"1859,6"
602,Ipojuca (Suape) - PCD,abr./2024,0,0,"15,2",-,"34,6","2,2","2,2",1,0,"7,2","1,4","2,2","1,8","1,6","1,6","1,8","2,2",2,"1,6","1,4","1,6","1,6","1,4",1,"0,6","0,4",-,-,-,-,-,"467,8"
524,Itamaracá,abr./2024,0,0,"5,7","4,5","6,9",0,0,"0,2",0,1,0,0,0,0,0,20,"3,5",0,0,0,"20,2","2,3",0,0,"7,4","15,2","1,4","1,8","94,5","6,4",-,"1558,8"
520,Itapissuma,abr./2024,0,0,0,0,"5,1",0,0,0,0,"0,6",0,0,0,0,0,"22,8","4,5",0,0,"0,2","18,5","1,5",0,0,"4,8","13,5",1,"1,5","89,5","5,5",-,"1723,9"
604,Jaboatão (Cidade da Copa) - PCD,abr./2024,"1,8","0,2","5,4",38,"15,2",0,0,"0,2",0,"35,6","0,8","12,8",0,"1,8","12,2",20,"7,8",0,0,4,58,0,0,"12,4",1,31,"0,4",0,"51,4","0,2",-,"2019,2"
202,Jaboatão dos Guararapes,abr./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
268,Jaboatão dos Guararapes (Bar.Duas Unas),abr./2024,"7,3",0,0,0,"47,2",0,0,0,0,"15,2",0,"1,3",11,"1,2",0,"32,8","19,9",0,"1,8","0,9","6,9","6,2","0,3","2,7",0,"42,7","3,9",0,"49,3","5,5",-,"1761,8"
205,Moreno,abr./2024,"7,3",0,"0,4",0,"44,9",0,0,0,0,"16,9",0,0,"11,9","0,9",0,"31,2","18,5",0,0,"3,1","8,1","6,4","2,9",0,"3,1","3,5","4,1",0,"48,9","5,1",-,"1432,4"
199,Olinda,abr./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
551,Olinda (Academia Santa Gertrudes),abr./2024,0,0,"0,6","0,2","97,1",0,0,0,0,"13,5",0,"3,5","7,4",20,"11,8",14,3,"1,1","0,2","2,4","46,9","2,1","0,2",0,"0,8","4,4",4,"13,5","27,2",3,-,"1456,7"
209,Olinda (Alto da Bondade),abr./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,0
451,Paulista,abr./2024,0,0,"7,9","13,7","74,5",0,"0,4",0,0,"23,4","18,4",4,"1,8","4,3",3,12,"12,5",0,0,2,"18,7","5,5","1,2",0,"0,2","19,8",0,"23,6","87,4","6,5",-,"1747,4"
265,Recife (Alto da Brasileira),abr./2024,0,0,"25,1",0,"50,4",0,0,"0,3",0,-,0,"6,2",1,"5,7","26,4","19,7","8,5",0,"7,3","1,6","32,7",0,"1,8","3,8","10,2","8,6","6,1",0,"106,3","1,5",-,"1819,1"
196,Recife (Codecipe / Santo Amaro),abr./2024,0,0,"4,8",0,58,0,"1,8",0,0,"16,3",4,2,1,"5,4",14,"12,1",0,0,6,3,31,0,0,"1,9","5,1","7,5","1,6",0,50,0,-,"1511,9"
30,Recife (Várzea),abr./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
267,São Lourenço da Mata (Tapacurá),abr./2024,0,0,0,0,"5,6",0,0,0,0,"23,1",0,"0,7",0,0,0,"60,2","9,8",0,0,0,"35,3",0,0,"0,6",0,"12,5",0,0,"45,2","6,7",-,"1214,2"
198,Abreu e Lima,mai./2024,0,0,0,"4,2",14,0,"59,2","12,1","1,7","0,6","2,7",0,0,0,0,0,0,"16,5","4,9","8,3",0,"7,5",5,"0,1",0,0,0,49,"17,6","19,5","0,4","1873,8"
309,Araçoiaba (Granja Cristo Redentor),mai./2024,0,0,0,"4,3","9,4",3,"10,5","5,8",0,0,0,0,0,0,"7,5",0,0,"18,6","1,2","12,3",0,0,0,0,0,0,0,"12,4",0,"21,4",0,"1208,9"
301,Cabo,mai./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
490,Cabo (Barragem de Gurjaú),mai./2024,"0,2",0,"2,4",1,"9,2",0,"22,5","16,5","16,7",16,0,0,0,0,23,"39,7",0,"16,5","7,4","7,4","1,5",0,"6,5","3,6","2,5",0,0,"10,5","10,3","21,8","14,8","1813,5"
491,Cabo (Barragem de Suape),mai./2024,5,"12,9","1,9",0,"13,4","3,4","27,3","18,5","3,5",15,0,0,0,0,"2,7","17,5",0,"8,9","3,9","3,3","0,5",0,"1,4","3,2",2,"1,3",0,15,"73,4","23,5","8,7","1764,8"
603,Cabo (Pirapama),mai./2024,"1,6","7,8","2,3","6,5","21,5","2,8","21,3","18,2","3,2","22,5","0,5",0,0,0,"2,2","36,3",0,"8,9","8,5","10,2","0,2",0,"7,1","3,4","2,6","0,2",0,"8,8","10,2","28,4","18,3","1927,2"
201,Camaragibe,mai./2024,3,0,0,"5,4",2,1,"9,2","8,3","0,8","0,6","0,6",0,0,0,"4,2",0,0,10,"20,8",0,0,0,"28,1","4,7",6,0,0,"24,7","27,5","16,3","0,4","1620,3"
28,Goiana (Itapirema - IPA),mai./2024,"0,4",0,0,"4,6",3,3,"0,2",24,"4,4","3,2","0,2",0,0,0,3,"0,2",0,"47,2",11,"32,6","0,3",0,"5,2",1,"1,6",0,0,"22,2","21,9",14,"0,2","1275,3"
487,Goiana - PCD,mai./2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"221,4"
